,Comments,Quality,Difficulty,Dates,TeacherID
619,He's awesome.,5.0,3.0,"Sep 17th, 2006",273320
620,"Singer makes his students break away from tradition, to question existing ideas about right and wrong.  Take this class if you're prepared to question your belief system and think for yourself.",4.5,3.0,"Jan 18th, 2006",273320
621,"I found Singer's idea to be very interesting, and he to be an obviously intelligent person.  At the same time I found his class to be extremely boring. He was very diplomatic in his teaching, which sometimes made me lose interest in class.",1.5,3.0,"Sep 4th, 2005",273320
622,No Comments,2.0,1.0,"Aug 31st, 2005",273320
623,Peter Singer has a remarkable honesty when addressing the subject of ethics. He's willing to explicitly come to the conclusions many preceding philosophers only alluded to. His conclusions probably won't sit well with what you were raised to believe but his process is valid and will make you think.,5.0,3.0,"Apr 16th, 2005",273320
624,This man does not belong in Academia. Very wierd ideas. Not recommended,1.0,3.0,"Apr 13th, 2005",273320
625,He is highly overrated.  His ideas are pretty radical but you'd never know because he presents them soooo blandly.  Don't be fooled by the name...Peter Singer will put you to sleep!,2.0,3.0,"Jun 2nd, 2004",273320
626,One of the shining stars.,5.0,3.0,"Mar 31st, 2004",273320
627,Lectures seem to focus on background material unrelated to the philosophical issues at hand.,3.5,2.0,"Mar 27th, 2004",273320
628,Not all he's cracked up to be..but still decent,3.0,2.0,"Dec 5th, 2003",273320
629,"His inability to comprehend the logic of Chapter 6 of Francione's ""Introduction to Animal Rights"" indicates a severe weakness in Singer's analytical abilities. Perhaps Singer failed logic class. He lacks solid reasoning skills and should be shun",1.0,3.0,"Nov 2nd, 2003",273320
630,She is very helpful and is genuinely interested in what students have to say during class discussions.,4.5,2.0,"Feb 1st, 2012",626013
631,"Prof. Slowinska is by far the best Arabic lecturer I ever had. She is wholeheartedly dedicated to her teaching and students, very enthusiastic and has a superb teaching style unlike other Arabic instructors who in my opinion are a bit overrated. She is one of those who make me proud to be Princetonian!",5.0,5.0,"Mar 10th, 2011",1548070
632,Fantastic,5.0,3.0,"Jun 10th, 2012",807854
633,His orgo notes are really helpful. not to mention his handwriting is amazing,4.5,2.0,"Mar 6th, 2012",807854
634,,5.0,3.0,"Oct 22nd, 2010",807854
635,Best orgo professor ever!!!,5.0,3.0,"Apr 1st, 2010",807854
636,Not easy but so rewarding.  cannot really judge this class without being there,5.0,5.0,"May 25th, 2015",1695436
637,Wonderful course!,5.0,4.0,"Jun 5th, 2012",1695436
638,"very exciting class, one of the best I took this year.",5.0,4.0,"Jun 4th, 2012",1695436
639,"Amazing prof, wish he would teach every year!",5.0,5.0,"Jun 4th, 2012",1695436
640,"Took his social psychology class.  Prof. Taylor is quite the character and does a good job explaining the material in an engaging way.  A bit flaky sometimes in terms of communication, but never mean and often very helpful.",4.5,2.0,"Nov 18th, 2013",1740667
641,"Professor Teardo was outstanding... I took her Italian 101 class and loved it! She was understanding, caring, a great teacher, and even tried to make class fun. She made Italian my favorite class at Princeton. Looking forward to (at least) one more Italian of semester with her!",5.0,2.0,"Jan 29th, 2014",1877787
642,Rude and self-righteous. Thinks he's smarter than everyone else and doesn't have time for students. Bad professor.,1.0,1.0,"Feb 6th, 2019",2177655
643,Our entire campus is absolutely obsessed with her.,5.0,4.0,"Oct 18th, 2017",2276238
644,"Dr. V is probably the best thing that has ever happened to me. She's an amazing Professor who doesn't belittle you simply because you're a student. She seeks to understand you ideas rather than shut them down like many other professors. She's a gem, adorable, and introverted which makes her all the more genuine. Her office hours are a great help!!!",5.0,3.0,"Aug 21st, 2017",2276238
645,unnecessarily hard. He is an ok teacher,3.0,5.0,"Dec 13th, 2015",2055462
646,This professor is the best and is very helpful. He is vey caring and understanding of circumstances that may effect performance.,5.0,1.0,"Nov 15th, 2015",2055462
647,HARD. Don't take. ,1.0,5.0,"Nov 5th, 2015",2055462
648,Good class but he's got tricky exams. But I'm you read his lecture notes and ask questions it will Go a long way on the exams. Definitely not a GPA booster but at the very least you learn the material very well. Good for premed students,3.0,4.0,"Nov 5th, 2015",2055462
649,Great lecturer. Extremely helpful. Though material but he helps you get it. Highly recommend this class. Only with him though ;),5.0,4.0,"Nov 4th, 2015",2055462
650,"This was a Coursera course at the first-year grade level (although assuming you can program, and if not they have an amazing book for that too). The course was taught in collaboration with Prof Sedgewick, who did the lectures. Prof Wayne was also participating in the forums, and I found his contribution critically important.",5.0,4.0,"Nov 1st, 2017",1191110
651,Kevin Wayne is a really great professor. Lectures are clear and well planned.,5.0,5.0,"Sep 25th, 2009",1191110
652,No Comments,5.0,4.0,"Oct 25th, 2008",1191110
653,"This professor uses informal language in his books;  he has trouble with academic English related to subject verb agreement related to NUMber, as in singular versus plural.",1.0,5.0,"Sep 2nd, 2014",226584
654,Unprepared and indifferent.  He would come to class and wing it.  He'd often let class out 45 minutes into a two-hour lecture when he ran out of material.  Did not put any serious effort into the class or in getting to know his students.  He was always off campus and reaching him personally was nearly impossible.  But he does have a famous name.,1.0,3.0,"May 31st, 2011",226584
655,When it comes to knowledge...heres where u come...got an A on everything thats because you just have to agree with his point of view..only bad thing is that he misses class sometimes due to his interest in money and media...other than that great professor,4.0,4.0,"Jan 23rd, 2011",226584
656,"I've taken his class & he was my thesis advisor.  Sometimes he's performative and certainly has his own politics, but the point of learning is that no one is exempt from having politics.  He's brilliant and really funny, engaging and critical in 1-on-1 settings.",3.5,5.0,"Apr 30th, 2008",226584
657,one of the best professor's at Princeton.,2.5,5.0,"Oct 4th, 2007",226584
658,"One of the most insightful, passionate educators working today.",5.0,4.0,"Dec 13th, 2006",226584
659,"I can only assume that the negative ratings below are influenced by right-wing attacks like David Horowitz's *The Professors.* Please, go hang out on Ward Churchill's RMP page; West is actually talented and intelligent. Read *The American Evasion of Philosophy* or just take a damn class if you doubt it.",5.0,5.0,"Jun 5th, 2006",226584
660,"WOOOOWWWW, ABSOLUTELY AMAZING!!  BEST PHILOSOPHY TALKS I EVER HEARD IN MY LIFE, BY FAR.  ALL MEMBERS OF THE PHILO. DEPT. SHOULD BE ATTENDING HIS CLASSES, TO LEARN HOW TO TEACH!! AN AMAZING HUMAN BEING.  THANK YOU DOCTOR, FOR THE EXAMPLE YOU SET!! (Gave him 3 on 'easiness', 4 on 'helpfullness' since that was the average.  Can only judge his lectures",4.5,3.0,"Jan 8th, 2006",226584
661,No Comments,5.0,2.0,"Sep 20th, 2005",226584
662,Minds like his are the reason you come here.,5.0,5.0,"Aug 19th, 2005",226584
663,"Best lectures I have ever had.  His numerous, wide-spreading references captures the attention of any listener.",5.0,3.0,"Jan 18th, 2005",226584
664,No Comments,5.0,3.0,"Jul 3rd, 2004",226584
665,What can I say about Prof. West?  He's the most dynamic lecturer I've had at Princeton - I was actually excited to wake up and attend lecture each morning.,5.0,3.0,"Apr 27th, 2004",226584
666,"What a mind!  Great, great guy.  Make sure you grab a drink with him at the Annex.",5.0,3.0,"Dec 5th, 2003",226584
667,No Comments,5.0,1.0,"Nov 11th, 2003",226584
668,so cool and hip and contemporary & pc,1.0,5.0,"Dec 29th, 2014",572924
669,"I dropped White's class after only a week -- it was that painful.  His response to every question -- even the most legitimate ones -- was, ""who knows?""  Apparently not him -- don't waste your time on this rubbish.",1.0,3.0,"Oct 9th, 2005",572924
670,Very cosmopolitan; gives feedback pretty gently but informatively. Great lit taste!,4.5,2.0,"Feb 23rd, 2005",572924
671,"In addition to being one of the most challenging and engaging professors I've ever had, BW is also perhaps the kindest individual I've ever met.He's genuinely interested in what you have to say and in helping you to say it more clearly. He understands the social dynamics of the classroom and university. And...have to say it: I effing love that man.",5.0,4.0,"Jul 29th, 2012",551100
672,"If you're like me you just Googled B.W. at 2am because he changed how you read books (talk to him on textuality in Z. Smith). Changed how you watch film (see South Park with him sometime and bring up authorial intent.) I'm approaching 350 characters, so I'll close thus: Take as many classes as you can with this guy. I wish I'd taken more. -PU06",4.5,4.0,"Oct 1st, 2009",551100
673,"Prof. Widiss is engaging, curious, witty, eloquent, insightful and a pleasure to have. As others have noted, I had never before worked so hard on my writing nor spent so much time and focused energy on the readings, but I also never had had such a wonderful literature professor.",5.0,5.0,"Nov 26th, 2008",551100
674,"Professor Widiss is unbelievable. He's so engaging- he works hard in lecture and expects you to work hard in precept. He's genuine and interested in his students (and he gets cute & flustered sometimes). He pushes hard but it's worth it. If he can get me to understand Faulkner, he can teach anyone. Genius.",5.0,2.0,"Jan 26th, 2006",551100
675,"Benj is, without question, one of the best professors of anything I have ever had.  I worked harder in his class than in any other class I took at Princeton, but I also discovered my JP and thesis topics/life's passion there (which is something I could never have done by simply reading the material on my own -- it required a lot of guidance).  He is a bold and brilliant scholar who is way ahead of the game in his still-developing field (post-modern American literature).  I can't recommend him highly enough.",5.0,5.0,"Oct 9th, 2005",551100
676,No Comments,4.5,3.0,"Aug 5th, 2005",551100
677,Best lectures of my life. This class--Contemporary Drama--is amazing.,5.0,3.0,"Jun 4th, 2018",105956
678,TAMSEN IS A GENIUS,5.0,4.0,"Jun 4th, 2018",105956
679,"Amazing. Professor Wolff brings up great points and completely engages the class. She's quirky and funny and her lectures are incredible. I had heard she was brilliant but terrifying, but she's just brilliant. She's a serious grader, but totally fair.",5.0,3.0,"Feb 27th, 2014",105956
680,"I had her for contemporary drama and I loved every minute of it (okay maybe one or two of the plays I could have done without, but they were all included for a reason). She's fantastic. Her lectures are smart and funny, and my writing really improved with her help. I loved this class.",5.0,2.0,"Nov 19th, 2013",105956
681,"Take a class with her! I liked her so much, I asked her to be my advisor. She's amazing.",5.0,4.0,"Nov 3rd, 2013",105956
682,"I can't say enough good things about Tamsen. I was excited to come to every class. In fact I don't think anyone was absent all semester. I learned so much, not just about contemporary plays but about theatre and how it works and about writing. Tamsen is tough but fair, she's hilarious and she's really helpful. One of the best classes I've taken.",5.0,4.0,"Nov 3rd, 2013",105956
683,If you don't fall in love with plays (or her) you're crazy.,5.0,4.0,"Jul 21st, 2010",105956
684,"Hands down, the single best professor I encountered during all four years of college.",4.5,3.0,"Sep 23rd, 2008",105956
685,"She is overrated in every possible sense.  Hottest in the ivy league (you gotta be kidding!)  If we want to be in a class where the teacher shamelessly panders to musical theater geeks then take this class.  The fact that she got tenure at Princeton is staggering and as utterly incomprehensible and nonsensical as her lectures, which she works hard",1.0,1.0,"May 20th, 2008",105956
686,"wonderful class, really fun prof. she knows an amazing amount of stuff about theater",5.0,2.0,"Jun 24th, 2004",105956
687,No Comments,3.0,5.0,"Apr 28th, 2003",105956
688,cool young hip,4.0,4.0,"Feb 28th, 2003",105956
689,No Comments,2.0,3.0,"Feb 9th, 2003",105956
690,No Comments,4.5,4.0,"Dec 30th, 2002",105956
691,"Maybe the best professor I've ever had-- each seminar was engaging, and the assignments were tailored to our interests.",4.5,3.0,"Jan 27th, 2016",794814
692,Fantastic.,4.5,2.0,"Aug 16th, 2011",794814
693,"Excellent professor, excellent advisor.  Can sometimes be difficult to contact, but every meeting is worthwhile.  Brilliant!",5.0,2.0,"Sep 16th, 2007",794814
694,"Can't say enough good things about this man...he's simply amazing. Has fantastic taste in literature, and his lectures are wonderful--always interesting and insightful. Great sense of humor, too.",5.0,3.0,"Jan 8th, 2006",794814
695,"One of the hardest classes I had last year, but listen to him carefully - he actually tells the final questions in the class.",4.0,4.0,"Jan 5th, 2016",1793488
696,very hard physics teacher,1.0,5.0,"Oct 8th, 2015",1793488
697,10/10 would take class third time,5.0,1.0,"Mar 18th, 2014",1793488
698,I took his Thermodynamics course which was easier than I predicted. He knows a lot about everything but his tests are kinda hard. He doesnt take attendance so come and go as you please,4.5,2.0,"Mar 28th, 2013",1793488
699,"This is my second time taking Physics, and his class was much more informative and easier to understand. I wish I had him last year.",5.0,2.0,"Jan 18th, 2013",1793488
700,,1.5,2.0,"May 24th, 2010",1260849
701,He is so nice. He does not matter when you come to class.. just listen. Useful classes. Thank you,5.0,4.0,"Oct 3rd, 2019",1364631
702,He is so nice. He does not matter when you come to class.. just listen. Useful classes. Thank you,5.0,4.0,"Jul 19th, 2019",1364631
703,"I like Basic Vocabulary most and dislike Reading. The teacher Mr. Brian is fantastic and great about the vocabulary.I love it. About reading, I suggest to give us some intensive reading materials in class and some extensive reading materials after class. Thank you so much for your free class!",5.0,4.0,"May 3rd, 2019",1364631
704,Amazing English Class,5.0,3.0,"Apr 26th, 2019",1364631
705,Maybe encourage the students to be more involve and do a little more speaking practice will be great,5.0,4.0,"Nov 2nd, 2018",1364631
706,"He is very good, I would prefer he is not too fast",5.0,3.0,"Sep 22nd, 2018",1364631
707,"the lecture gives you the impression you are clever, and it's the first time for me to have a teacher who explain the history of language and it's nice ans very usefull. Thank's a lot for that.",5.0,2.0,"Sep 21st, 2018",1364631
708,"Very good professor teaching us as much about USA as possible, verz helpful course to get into life in Princeton. Appreciate a lot.",5.0,5.0,"Jun 1st, 2018",1364631
709,We are very grateful to Brian for his excellent English teaching!,5.0,3.0,"Mar 17th, 2018",1364631
710,"This is very good English class for Non-Native Speakers. I like this class very much, I can learn a lot from each lesson, especially for vocabulary with the color picture and Idioms.",5.0,3.0,"Mar 16th, 2018",1364631
711,"I love these classes. Everything is clear, the atmosphere is qreat, I don't have to be stressed out. I can learn a lot about grammar, volcabulary and many other stuff. Moreover, we're encouraged to ask questions and there is many helpful handouts. I recommend to everyone!",5.0,1.0,"Nov 3rd, 2017",1364631
712,I'm grateful for the attitude of Professor Brian in providing quality materials in his English classes and for sharing his knowledge.,4.0,3.0,"Aug 5th, 2017",1364631
713,Interestinng lectures for English learners - full of practical expressions.,4.0,3.0,"Jun 22nd, 2017",1364631
714,"Enjoying the mix of grammar, reading and pronunciation! I'm impressed by your knowledge about expression and their history, that's interesting! I think it is a good choice to run the class this way because a lot of people, even with babies, get to attend the class without feeling bad for leaving early or coming late. It is really cold in the room!",5.0,3.0,"Mar 24th, 2017",1364631
715,"Excellent Professor, vocational and very clear english pronunciation.",3.0,3.0,"Dec 20th, 2016",1364631
716,"I think it is an excellent class, although I think it extends a lot in the province of words and is a bit confusing,should have two classes a week and give information to visitors by The library or municipality, since I went to ask the university and they did not give me any information until a study partnertold me about the course, I attended.",5.0,4.0,"Sep 17th, 2016",1364631
717,The class is very useful.,5.0,2.0,"Sep 12th, 2016",1364631
718,very interesting,5.0,3.0,"Aug 23rd, 2016",1364631
719,Brian is really good at and love language I like his English class,5.0,3.0,"Jun 26th, 2016",1364631
720,Brian Zack is excelent teacher and it is not just one side listener. He is asking us during class if we understood curriculum and if we didnt he tries to explain to us the different way. I am looking for his class every week.,5.0,1.0,"Feb 24th, 2016",1364631
721,"He is funny and so smart! He respect every culture and tradition, he avoid political discuss, but always explain a lot of things about american culture.  He is an Awesome Teacher!!!!",,,,1364631
722,"I love his lecture style - doesn't rely too heavily on digital media, nor does he go overboard with the massive amounts of Arabic names and words that he could have used. It's clear, concise, and gives an accurate depiction of a modernist Muslim's worldview without being preachy or apologetic.",5.0,4.0,"Dec 10th, 2015",855947
723,best teacher ever,5.0,4.0,"Jul 12th, 2015",855947
724,"My first (and last time) ever rating a Professor. Very inspirational,kind,humble and such engaging Professor. There's a great deal to learn from him! ",5.0,3.0,"Mar 15th, 2015",855947
725,Sooooo cute,5.0,1.0,"Nov 22nd, 2010",855947
726,No Comments,4.0,4.0,"May 2nd, 2007",855947
727,Zhang laoshi is the best!,5.0,1.0,"Feb 10th, 2016",1744829
728,Professor Zschau is a hidden gem. He has a wealth of information and wants all his students to succeed. He spends time to know you as an individual and gets to know you personally. The topics discussed in class were relevant to your success and you always came out of class understanding its relevance. I highly recommend this professor!,5.0,2.0,"Dec 17th, 2016",416089
729,"Wonderful professor teaching a wonderful class.  If you have any interest in business, you MUST take this class.",5.0,3.0,"Aug 20th, 2008",416089
730,The best business-school courses in Princeton... also the ONLY one... its a waste of time and the only people that look up to him are those that value money more than anything else.,2.0,1.0,"Apr 7th, 2007",416089
731,One of the best classes I've taken at Princeton,4.0,2.0,"Sep 29th, 2005",416089
732,its the most stupid class I took in Princeton.,1.0,1.0,"Aug 25th, 2005",416089
733,One cool dude.,5.0,5.0,"Nov 3rd, 2004",416089
734,"Ed Zschau, former congressman and one of the leaders in the tech boom, is the most amazing teacher you will ever encounter.  Do not graduate from Princeton without taking his class.",5.0,3.0,"May 27th, 2004",416089
735,Terrible. Rambles. Unprepared. Unclear. Ugh.,1.0,2.0,"Nov 29th, 2012",1558910
